,{}
best_classifier_training_time,2.169742431000145
best_classifier_inference_time,1.2361428589995285
best_classifier_recall,0.4312617702448211
best_classifier_precision,0.04324834749763928
best_classifier_f1,0.07861311362856162
best_classifier_TN,524138
best_classifier_FP,5066
best_classifier_FN,302
best_classifier_TP,229
best_classifier_auc,0.9709939410689524
best_classifier_p_auc_10,0.8582904120133781
best_classifier_p_auc_20,0.9194276140804232
best_classifier_p_auc_30,0.9431253746450047
training_time_avg,2.169742431000145
inference_time_avg,1.2361428589995285
auc_avg,0.9709939410689524
auc_std,0.0
p_auc_10_avg,0.8582904120133781
p_auc_10_std,0.0
p_auc_20_avg,0.9194276140804232
p_auc_20_std,0.0
p_auc_30_avg,0.9431253746450047
p_auc_30_std,0.0
recall_avg,0.4312617702448211
recall_std,0.0
