,{}
best_classifier_training_time,15.680690162873361
best_classifier_inference_time,8.358417138071673
best_classifier_recall,0.7727272727272727
best_classifier_precision,0.01793669402110199
best_classifier_f1,0.03505957836846929
best_classifier_TN,846284
best_classifier_FP,8377
best_classifier_FN,45
best_classifier_TP,153
best_classifier_auc,0.9391822097482587
best_classifier_p_auc_10,0.8759249574429666
best_classifier_p_auc_20,0.8775400198678942
best_classifier_p_auc_30,0.8840395911618577
training_time_avg,15.680690162873361
inference_time_avg,8.358417138071673
auc_avg,0.9391822097482587
auc_std,0.0
p_auc_10_avg,0.8759249574429666
p_auc_10_std,0.0
p_auc_20_avg,0.8775400198678942
p_auc_20_std,0.0
p_auc_30_avg,0.8840395911618577
p_auc_30_std,0.0
recall_avg,0.7727272727272727
recall_std,0.0
