,{}
best_classifier_training_time,1.2601582829993276
best_classifier_inference_time,2.1522136149978905
best_classifier_recall,0.0
best_classifier_precision,0.0
best_classifier_f1,0.0
best_classifier_TN,847166
best_classifier_FP,7495
best_classifier_FN,198
best_classifier_TP,0
best_classifier_auc,0.538569492359065
best_classifier_p_auc_10,0.5016787287896908
best_classifier_p_auc_20,0.49965368110680514
best_classifier_p_auc_30,0.5059424585567616
training_time_avg,1.2601582829993276
inference_time_avg,2.1522136149978905
auc_avg,0.538569492359065
auc_std,0.0
p_auc_10_avg,0.5016787287896908
p_auc_10_std,0.0
p_auc_20_avg,0.49965368110680514
p_auc_20_std,0.0
p_auc_30_avg,0.5059424585567616
p_auc_30_std,0.0
recall_avg,0.0
recall_std,0.0
