,{}
best_classifier_training_time,0.03170163599861553
best_classifier_inference_time,0.0480849900013709
best_classifier_recall,0.007692307692307693
best_classifier_precision,0.0038910505836575876
best_classifier_f1,0.00516795865633075
best_classifier_TN,65478
best_classifier_FP,512
best_classifier_FN,258
best_classifier_TP,2
best_classifier_auc,0.7079124167997481
best_classifier_p_auc_10,0.49544965611767294
best_classifier_p_auc_20,0.6169458773766455
best_classifier_p_auc_30,0.6820045844445634
training_time_avg,0.03170163599861553
inference_time_avg,0.0480849900013709
auc_avg,0.7079124167997481
auc_std,0.0
p_auc_10_avg,0.49544965611767294
p_auc_10_std,0.0
p_auc_20_avg,0.6169458773766455
p_auc_20_std,0.0
p_auc_30_avg,0.6820045844445634
p_auc_30_std,0.0
recall_avg,0.007692307692307693
recall_std,0.0
