,"{'alpha': 0.4, 'beta': 8, 'n_clusters': 3, 'use_weights': False}"
best_classifier_training_time,35.69827598413394
best_classifier_inference_time,7.147395624022465
best_classifier_recall,0.32323232323232326
best_classifier_precision,0.00759914509617668
best_classifier_f1,0.014849187935034801
best_classifier_TN,846303
best_classifier_FP,8358
best_classifier_FN,134
best_classifier_TP,64
best_classifier_auc,0.8116186275947865
best_classifier_p_auc_10,0.6732012515657481
best_classifier_p_auc_20,0.6656758097054308
best_classifier_p_auc_30,0.6756320175017247
training_time_avg,36.836973752814814
inference_time_avg,7.21737175838498
auc_avg,0.8083419193473356
auc_std,0.0016405296112285838
p_auc_10_avg,0.6668376588505585
p_auc_10_std,0.003183146397778567
p_auc_20_avg,0.6589248595045826
p_auc_20_std,0.0033757555285935524
p_auc_30_avg,0.6693751265272123
p_auc_30_std,0.0031290124170765643
recall_avg,0.29898989898989903
recall_std,0.012935604520066365
