,"{'n_bins': 14, 'n_random_cuts': 75}"
best_classifier_training_time,0.5702752549987053
best_classifier_inference_time,0.3174519669992151
best_classifier_recall,0.05384615384615385
best_classifier_precision,0.02626641651031895
best_classifier_f1,0.035308953341740223
best_classifier_TN,65471
best_classifier_FP,519
best_classifier_FN,246
best_classifier_TP,14
best_classifier_auc,0.8165969202792964
best_classifier_p_auc_10,0.6042917524717055
best_classifier_p_auc_20,0.6745780677468926
best_classifier_p_auc_30,0.7226850502055016
training_time_avg,0.5702752549987053
inference_time_avg,0.3174519669992151
auc_avg,0.8165969202792964
auc_std,0.0
p_auc_10_avg,0.6042917524717055
p_auc_10_std,0.0
p_auc_20_avg,0.6745780677468926
p_auc_20_std,0.0
p_auc_30_avg,0.7226850502055016
p_auc_30_std,0.0
recall_avg,0.05384615384615385
recall_std,0.0
