,"{'n_bins': 8, 'n_random_cuts': 25}"
best_classifier_training_time,2.4183713880047435
best_classifier_inference_time,1.4782256260004942
best_classifier_recall,0.0
best_classifier_precision,0.0
best_classifier_f1,0.0
best_classifier_TN,854661
best_classifier_FP,0
best_classifier_FN,198
best_classifier_TP,0
best_classifier_auc,0.6175148817643913
best_classifier_p_auc_10,0.5242113282926008
best_classifier_p_auc_20,0.5428972297424219
best_classifier_p_auc_30,0.5564006560226973
training_time_avg,2.4183713880047435
inference_time_avg,1.4782256260004942
auc_avg,0.6175148817643913
auc_std,0.0
p_auc_10_avg,0.5242113282926008
p_auc_10_std,0.0
p_auc_20_avg,0.5428972297424219
p_auc_20_std,0.0
p_auc_30_avg,0.5564006560226973
p_auc_30_std,0.0
recall_avg,0.0
recall_std,0.0
