,"{'max_samples': 4096, 'n_estimators': 50}"
best_classifier_training_time,27.277477485004056
best_classifier_inference_time,11.758673868000187
best_classifier_recall,0.43434343434343436
best_classifier_precision,0.010182334833057069
best_classifier_f1,0.01989819527996298
best_classifier_TN,846301
best_classifier_FP,8360
best_classifier_FN,112
best_classifier_TP,86
best_classifier_auc,0.9473751179199305
best_classifier_p_auc_10,0.786974091243023
best_classifier_p_auc_20,0.860004616712247
best_classifier_p_auc_30,0.8998894018962863
training_time_avg,27.31084368440279
inference_time_avg,11.858512259200506
auc_avg,0.9441269725952776
auc_std,0.002248490585422687
p_auc_10_avg,0.7788629620162825
p_auc_10_std,0.005244480681456454
p_auc_20_avg,0.8516235956219218
p_auc_20_std,0.005618751919154517
p_auc_30_avg,0.8935759332568196
p_auc_30_std,0.004062926592521234
recall_avg,0.4131313131313131
recall_std,0.012121212121212126
