,{}
best_classifier_training_time,1.3318169340018358
best_classifier_inference_time,1.9810228330097743
best_classifier_recall,0.20901033973412111
best_classifier_precision,0.00905368225734212
best_classifier_f1,0.017355574635103642
best_classifier_TN,3145816
best_classifier_FP,30975
best_classifier_FN,1071
best_classifier_TP,283
best_classifier_auc,0.9688683216264203
best_classifier_p_auc_10,0.8361490611916856
best_classifier_p_auc_20,0.9135231156289452
best_classifier_p_auc_30,0.9389574933851378
training_time_avg,1.3318169340018358
inference_time_avg,1.9810228330097743
auc_avg,0.9688683216264203
auc_std,0.0
p_auc_10_avg,0.8361490611916856
p_auc_10_std,0.0
p_auc_20_avg,0.9135231156289452
p_auc_20_std,0.0
p_auc_30_avg,0.9389574933851378
p_auc_30_std,0.0
recall_avg,0.20901033973412111
recall_std,0.0
