,"{'n_bins': 14, 'n_random_cuts': 50}"
best_classifier_training_time,2.664156457001809
best_classifier_inference_time,1.7762526400001661
best_classifier_recall,0.1111111111111111
best_classifier_precision,0.00234192037470726
best_classifier_f1,0.0045871559633027525
best_classifier_TN,465806
best_classifier_FP,4686
best_classifier_FN,88
best_classifier_TP,11
best_classifier_auc,0.949917170308803
best_classifier_p_auc_10,0.7624571295537008
best_classifier_p_auc_20,0.8608810286355636
best_classifier_p_auc_30,0.9017983731545154
training_time_avg,2.664156457001809
inference_time_avg,1.7762526400001661
auc_avg,0.949917170308803
auc_std,0.0
p_auc_10_avg,0.7624571295537008
p_auc_10_std,0.0
p_auc_20_avg,0.8608810286355636
p_auc_20_std,0.0
p_auc_30_avg,0.9017983731545154
p_auc_30_std,0.0
recall_avg,0.1111111111111111
recall_std,0.0
