,"{'max_samples': 4096, 'n_estimators': 10}"
best_classifier_training_time,3.7642115390008257
best_classifier_inference_time,1.4901167779999014
best_classifier_recall,0.5656565656565656
best_classifier_precision,0.011930123561994035
best_classifier_f1,0.023367410807427498
best_classifier_TN,465854
best_classifier_FP,4638
best_classifier_FN,43
best_classifier_TP,56
best_classifier_auc,0.935460210703998
best_classifier_p_auc_10,0.8094016645861813
best_classifier_p_auc_20,0.8359478910883965
best_classifier_p_auc_30,0.873451393537251
training_time_avg,3.7715208941994205
inference_time_avg,1.5003539136001565
auc_avg,0.9228948857920232
auc_std,0.013672169858480975
p_auc_10_avg,0.8042324538409039
p_auc_10_std,0.003866143377300602
p_auc_20_avg,0.8198787392060959
p_auc_20_std,0.008949901360208252
p_auc_30_avg,0.8544114695697693
p_auc_30_std,0.016826197521920654
recall_avg,0.5858585858585859
recall_std,0.01428498547851611
