,"{'n_bins': 14, 'n_random_cuts': 75}"
best_classifier_training_time,0.8708563669952127
best_classifier_inference_time,0.24897794900243753
best_classifier_recall,0.03461538461538462
best_classifier_precision,0.014218009478672985
best_classifier_f1,0.020156774916013438
best_classifier_TN,65366
best_classifier_FP,624
best_classifier_FN,251
best_classifier_TP,9
best_classifier_auc,0.8090555095760429
best_classifier_p_auc_10,0.5942493433859749
best_classifier_p_auc_20,0.6578816539841417
best_classifier_p_auc_30,0.6992446476178829
training_time_avg,0.8708563669952127
inference_time_avg,0.24897794900243753
auc_avg,0.8090555095760429
auc_std,0.0
p_auc_10_avg,0.5942493433859749
p_auc_10_std,0.0
p_auc_20_avg,0.6578816539841417
p_auc_20_std,0.0
p_auc_30_avg,0.6992446476178829
p_auc_30_std,0.0
recall_avg,0.03461538461538462
recall_std,0.0
