,{}
best_classifier_training_time,0.9804155300007551
best_classifier_inference_time,1.7193000889965333
best_classifier_recall,0.0
best_classifier_precision,0.0
best_classifier_f1,0.0
best_classifier_TN,850738
best_classifier_FP,3923
best_classifier_FN,198
best_classifier_TP,0
best_classifier_auc,0.4986744847821345
best_classifier_p_auc_10,0.5068746337938389
best_classifier_p_auc_20,0.5039431326997531
best_classifier_p_auc_30,0.5023600129716844
training_time_avg,0.9804155300007551
inference_time_avg,1.7193000889965333
auc_avg,0.4986744847821345
auc_std,0.0
p_auc_10_avg,0.5068746337938389
p_auc_10_std,0.0
p_auc_20_avg,0.5039431326997531
p_auc_20_std,0.0
p_auc_30_avg,0.5023600129716844
p_auc_30_std,0.0
recall_avg,0.0
recall_std,0.0
