,"{'n_bins': 10, 'n_random_cuts': 75}"
best_classifier_training_time,3.707956077003473
best_classifier_inference_time,1.872134660003212
best_classifier_recall,0.15526802218114602
best_classifier_precision,0.015110631408526714
best_classifier_f1,0.027540983606557375
best_classifier_TN,523719
best_classifier_FP,5475
best_classifier_FN,457
best_classifier_TP,84
best_classifier_auc,0.9347040489719879
best_classifier_p_auc_10,0.7057927520334939
best_classifier_p_auc_20,0.8186223582555214
best_classifier_p_auc_30,0.8719687234744857
training_time_avg,3.707956077003473
inference_time_avg,1.872134660003212
auc_avg,0.9347040489719879
auc_std,0.0
p_auc_10_avg,0.7057927520334939
p_auc_10_std,0.0
p_auc_20_avg,0.8186223582555214
p_auc_20_std,0.0
p_auc_30_avg,0.8719687234744857
p_auc_30_std,0.0
recall_avg,0.15526802218114602
recall_std,0.0
