,{}
best_classifier_training_time,3.5888796370004457
best_classifier_inference_time,3.553671290998409
best_classifier_recall,0.4097777777777778
best_classifier_precision,0.014505978602894902
best_classifier_f1,0.0280200577419845
best_classifier_TN,3145701
best_classifier_FP,31319
best_classifier_FN,664
best_classifier_TP,461
best_classifier_auc,0.9872127041483318
best_classifier_p_auc_10,0.9326984428859573
best_classifier_p_auc_20,0.9644797337453663
best_classifier_p_auc_30,0.974926870879082
training_time_avg,3.5888796370004457
inference_time_avg,3.553671290998409
auc_avg,0.9872127041483318
auc_std,0.0
p_auc_10_avg,0.9326984428859573
p_auc_10_std,0.0
p_auc_20_avg,0.9644797337453663
p_auc_20_std,0.0
p_auc_30_avg,0.974926870879082
p_auc_30_std,0.0
recall_avg,0.4097777777777778
recall_std,0.0
