,{}
best_classifier_training_time,0.09520315000190749
best_classifier_inference_time,0.16802435199861065
best_classifier_recall,0.008368200836820083
best_classifier_precision,0.0021482277121374865
best_classifier_f1,0.003418803418803419
best_classifier_TN,262664
best_classifier_FP,1858
best_classifier_FN,474
best_classifier_TP,4
best_classifier_auc,0.8834780816769074
best_classifier_p_auc_10,0.5859487179055733
best_classifier_p_auc_20,0.7031144352692466
best_classifier_p_auc_30,0.7718902153981463
training_time_avg,0.09520315000190749
inference_time_avg,0.16802435199861065
auc_avg,0.8834780816769074
auc_std,0.0
p_auc_10_avg,0.5859487179055733
p_auc_10_std,0.0
p_auc_20_avg,0.7031144352692466
p_auc_20_std,0.0
p_auc_30_avg,0.7718902153981463
p_auc_30_std,0.0
recall_avg,0.008368200836820083
recall_std,0.0
