,"{'n_bins': 16, 'n_random_cuts': 100}"
best_classifier_training_time,28.607994426012738
best_classifier_inference_time,6.425838533017668
best_classifier_recall,0.3333333333333333
best_classifier_precision,0.007009345794392523
best_classifier_f1,0.013729977116704806
best_classifier_TN,465817
best_classifier_FP,4675
best_classifier_FN,66
best_classifier_TP,33
best_classifier_auc,0.7202062045173085
best_classifier_p_auc_10,0.7128544113693366
best_classifier_p_auc_20,0.72372544840302
best_classifier_p_auc_30,0.7244691842512097
training_time_avg,28.607994426012738
inference_time_avg,6.425838533017668
auc_avg,0.7202062045173085
auc_std,0.0
p_auc_10_avg,0.7128544113693366
p_auc_10_std,0.0
p_auc_20_avg,0.72372544840302
p_auc_20_std,0.0
p_auc_30_avg,0.7244691842512097
p_auc_30_std,0.0
recall_avg,0.3333333333333333
recall_std,0.0
