,{}
best_classifier_training_time,0.639407160004339
best_classifier_inference_time,1.0902805919940874
best_classifier_recall,0.24242424242424243
best_classifier_precision,0.005100956429330499
best_classifier_f1,0.009991673605328892
best_classifier_TN,465811
best_classifier_FP,4681
best_classifier_FN,75
best_classifier_TP,24
best_classifier_auc,0.9044539406288383
best_classifier_p_auc_10,0.7538439779462278
best_classifier_p_auc_20,0.7889951014623344
best_classifier_p_auc_30,0.8221558446749497
training_time_avg,0.639407160004339
inference_time_avg,1.0902805919940874
auc_avg,0.9044539406288383
auc_std,0.0
p_auc_10_avg,0.7538439779462278
p_auc_10_std,0.0
p_auc_20_avg,0.7889951014623344
p_auc_20_std,0.0
p_auc_30_avg,0.8221558446749497
p_auc_30_std,0.0
recall_avg,0.24242424242424243
recall_std,0.0
