,{}
best_classifier_training_time,0.3167108960005862
best_classifier_inference_time,0.18906659099411627
best_classifier_recall,0.1824561403508772
best_classifier_precision,0.03924528301886793
best_classifier_f1,0.06459627329192547
best_classifier_TN,130942
best_classifier_FP,1273
best_classifier_FN,233
best_classifier_TP,52
best_classifier_auc,0.8663273203998538
best_classifier_p_auc_10,0.6150976704924186
best_classifier_p_auc_20,0.6776258750385821
best_classifier_p_auc_30,0.7441704317668261
training_time_avg,0.3167108960005862
inference_time_avg,0.18906659099411627
auc_avg,0.8663273203998538
auc_std,0.0
p_auc_10_avg,0.6150976704924186
p_auc_10_std,0.0
p_auc_20_avg,0.6776258750385821
p_auc_20_std,0.0
p_auc_30_avg,0.7441704317668261
p_auc_30_std,0.0
recall_avg,0.1824561403508772
recall_std,0.0
