,"{'hidden_activation': 'tanh', 'hidden_neurons': [64, 32], 'use_ae': False}"
best_classifier_training_time,2577.5310219199996
best_classifier_inference_time,64.51372070199795
best_classifier_recall,0.6363636363636364
best_classifier_precision,0.013390010626992561
best_classifier_f1,0.026228143213988347
best_classifier_TN,465850
best_classifier_FP,4642
best_classifier_FN,36
best_classifier_TP,63
best_classifier_auc,0.9090902113472106
best_classifier_p_auc_10,0.8534852357636749
best_classifier_p_auc_20,0.8696556804452369
best_classifier_p_auc_30,0.8769356372098633
training_time_avg,2577.5310219199996
inference_time_avg,64.51372070199795
auc_avg,0.9090902113472106
auc_std,0.0
p_auc_10_avg,0.8534852357636749
p_auc_10_std,0.0
p_auc_20_avg,0.8696556804452369
p_auc_20_std,0.0
p_auc_30_avg,0.8769356372098633
p_auc_30_std,0.0
recall_avg,0.6363636363636364
recall_std,0.0
