,{}
best_classifier_training_time,2.67373314201177
best_classifier_inference_time,1.1993315359941334
best_classifier_recall,0.968421052631579
best_classifier_precision,0.21870047543581617
best_classifier_f1,0.356819650937298
best_classifier_TN,131229
best_classifier_FP,986
best_classifier_FN,9
best_classifier_TP,276
best_classifier_auc,0.9959258411505448
best_classifier_p_auc_10,0.9787929709189289
best_classifier_p_auc_20,0.988682892084847
best_classifier_p_auc_30,0.9920114532363626
training_time_avg,2.67373314201177
inference_time_avg,1.1993315359941334
auc_avg,0.9959258411505448
auc_std,0.0
p_auc_10_avg,0.9787929709189289
p_auc_10_std,0.0
p_auc_20_avg,0.988682892084847
p_auc_20_std,0.0
p_auc_30_avg,0.9920114532363626
p_auc_30_std,0.0
recall_avg,0.968421052631579
recall_std,0.0
