,{}
best_classifier_training_time,0.7346108130004723
best_classifier_inference_time,1.4372599390007963
best_classifier_recall,0.08080808080808081
best_classifier_precision,0.001725625539257981
best_classifier_f1,0.0033790918690601904
best_classifier_TN,465864
best_classifier_FP,4628
best_classifier_FN,91
best_classifier_TP,8
best_classifier_auc,0.9343303489654542
best_classifier_p_auc_10,0.706393496810874
best_classifier_p_auc_20,0.8299963460653406
best_classifier_p_auc_30,0.8740556501043522
training_time_avg,0.7346108130004723
inference_time_avg,1.4372599390007963
auc_avg,0.9343303489654542
auc_std,0.0
p_auc_10_avg,0.706393496810874
p_auc_10_std,0.0
p_auc_20_avg,0.8299963460653406
p_auc_20_std,0.0
p_auc_30_avg,0.8740556501043522
p_auc_30_std,0.0
recall_avg,0.08080808080808081
recall_std,0.0
