,"{'max_samples': 256, 'n_estimators': 10}"
best_classifier_training_time,124.69417293904553
best_classifier_inference_time,10.365391496048687
best_classifier_recall,0.0707070707070707
best_classifier_precision,0.027613412228796843
best_classifier_f1,0.039716312056737584
best_classifier_TN,854168
best_classifier_FP,493
best_classifier_FN,184
best_classifier_TP,14
best_classifier_auc,0.5727205809606901
best_classifier_p_auc_10,0.5437049842074327
best_classifier_p_auc_20,0.5446360883504968
best_classifier_p_auc_30,0.5493260437186949
training_time_avg,124.96194989318538
inference_time_avg,10.49572418181051
auc_avg,0.5862504436309137
auc_std,0.009812584224801274
p_auc_10_avg,0.5366294403513777
p_auc_10_std,0.005731916044515406
p_auc_20_avg,0.5368693794464363
p_auc_20_std,0.008609069939656083
p_auc_30_avg,0.542436255192954
p_auc_30_std,0.010874012869850399
recall_avg,0.07474747474747474
recall_std,0.002020202020202022
