,"{'n_bins': 8, 'n_random_cuts': 100}"
best_classifier_training_time,1.1569705880010588
best_classifier_inference_time,0.34483055000237073
best_classifier_recall,0.028070175438596492
best_classifier_precision,0.005547850208044383
best_classifier_f1,0.009264620729588884
best_classifier_TN,130781
best_classifier_FP,1434
best_classifier_FN,277
best_classifier_TP,8
best_classifier_auc,0.8960375146541618
best_classifier_p_auc_10,0.723000977110413
best_classifier_p_auc_20,0.7864652270922361
best_classifier_p_auc_30,0.8156520269904173
training_time_avg,1.1569705880010588
inference_time_avg,0.34483055000237073
auc_avg,0.8960375146541618
auc_std,0.0
p_auc_10_avg,0.723000977110413
p_auc_10_std,0.0
p_auc_20_avg,0.7864652270922361
p_auc_20_std,0.0
p_auc_30_avg,0.8156520269904173
p_auc_30_std,0.0
recall_avg,0.028070175438596492
recall_std,0.0
