,{}
best_classifier_training_time,10.23247362497932
best_classifier_inference_time,4.917019313870696
best_classifier_recall,0.6464646464646465
best_classifier_precision,0.013602550478214665
best_classifier_f1,0.026644462947543714
best_classifier_TN,465851
best_classifier_FP,4641
best_classifier_FN,35
best_classifier_TP,64
best_classifier_auc,0.9445968638717931
best_classifier_p_auc_10,0.8684295385508942
best_classifier_p_auc_20,0.8844152974120468
best_classifier_p_auc_30,0.8980794266030097
training_time_avg,10.23247362497932
inference_time_avg,4.917019313870696
auc_avg,0.9445968638717931
auc_std,0.0
p_auc_10_avg,0.8684295385508942
p_auc_10_std,0.0
p_auc_20_avg,0.8844152974120468
p_auc_20_std,0.0
p_auc_30_avg,0.8980794266030097
p_auc_30_std,0.0
recall_avg,0.6464646464646465
recall_std,0.0
