,{}
best_classifier_training_time,0.7054339759997674
best_classifier_inference_time,1.3427857280003082
best_classifier_recall,0.0
best_classifier_precision,0.0
best_classifier_f1,0.0
best_classifier_TN,466249
best_classifier_FP,4243
best_classifier_FN,99
best_classifier_TP,0
best_classifier_auc,0.7829012131465733
best_classifier_p_auc_10,0.545987203559098
best_classifier_p_auc_20,0.6315675238973913
best_classifier_p_auc_30,0.686140340110327
training_time_avg,0.7054339759997674
inference_time_avg,1.3427857280003082
auc_avg,0.7829012131465733
auc_std,0.0
p_auc_10_avg,0.545987203559098
p_auc_10_std,0.0
p_auc_20_avg,0.6315675238973913
p_auc_20_std,0.0
p_auc_30_avg,0.686140340110327
p_auc_30_std,0.0
recall_avg,0.0
recall_std,0.0
