,{}
best_classifier_training_time,1.9311313920004523
best_classifier_inference_time,0.8821021040002961
best_classifier_recall,0.38076923076923075
best_classifier_precision,0.14887218045112782
best_classifier_f1,0.21405405405405406
best_classifier_TN,65424
best_classifier_FP,566
best_classifier_FN,161
best_classifier_TP,99
best_classifier_auc,0.9645108524601629
best_classifier_p_auc_10,0.8452351080061817
best_classifier_p_auc_20,0.9044572442341043
best_classifier_p_auc_30,0.9305033190960649
training_time_avg,1.9311313920004523
inference_time_avg,0.8821021040002961
auc_avg,0.9645108524601629
auc_std,0.0
p_auc_10_avg,0.8452351080061817
p_auc_10_std,0.0
p_auc_20_avg,0.9044572442341043
p_auc_20_std,0.0
p_auc_30_avg,0.9305033190960649
p_auc_30_std,0.0
recall_avg,0.38076923076923075
recall_std,0.0
