,{}
best_classifier_training_time,1.0635477190044185
best_classifier_inference_time,1.7171068070056208
best_classifier_recall,0.0
best_classifier_precision,0.0
best_classifier_f1,0.0
best_classifier_TN,847166
best_classifier_FP,7495
best_classifier_FN,198
best_classifier_TP,0
best_classifier_auc,0.519492520981708
best_classifier_p_auc_10,0.50698270298508
best_classifier_p_auc_20,0.49690493306038946
best_classifier_p_auc_30,0.5095481582994448
training_time_avg,1.0635477190044185
inference_time_avg,1.7171068070056208
auc_avg,0.519492520981708
auc_std,0.0
p_auc_10_avg,0.50698270298508
p_auc_10_std,0.0
p_auc_20_avg,0.49690493306038946
p_auc_20_std,0.0
p_auc_30_avg,0.5095481582994448
p_auc_30_std,0.0
recall_avg,0.0
recall_std,0.0
