,"{'n_bins': 12, 'n_random_cuts': 100}"
best_classifier_training_time,8.682243187995027
best_classifier_inference_time,2.346059289004188
best_classifier_recall,0.17890772128060264
best_classifier_precision,0.016940085592011413
best_classifier_f1,0.030949666069392413
best_classifier_TN,523691
best_classifier_FP,5513
best_classifier_FN,436
best_classifier_TP,95
best_classifier_auc,0.9310203316978314
best_classifier_p_auc_10,0.7014043175465046
best_classifier_p_auc_20,0.8083898102717542
best_classifier_p_auc_30,0.8647457484271205
training_time_avg,8.682243187995027
inference_time_avg,2.346059289004188
auc_avg,0.9310203316978314
auc_std,0.0
p_auc_10_avg,0.7014043175465046
p_auc_10_std,0.0
p_auc_20_avg,0.8083898102717542
p_auc_20_std,0.0
p_auc_30_avg,0.8647457484271205
p_auc_30_std,0.0
recall_avg,0.17890772128060264
recall_std,0.0
