,best_classifier_training_time,best_classifier_inference_time,best_classifier_recall,best_classifier_precision,best_classifier_f1,best_classifier_TN,best_classifier_FP,best_classifier_FN,best_classifier_TP,best_classifier_auc,best_classifier_p_auc_10,best_classifier_p_auc_20,best_classifier_p_auc_30,training_time_avg,inference_time_avg,auc_avg,auc_std,p_auc_10_avg,p_auc_10_std,p_auc_20_avg,p_auc_20_std,p_auc_30_avg,p_auc_30_std,recall_avg,recall_std
"{'hidden_activation': 'relu', 'hidden_neurons': [64, 32], 'use_ae': False}",27.60328193299938,5.166068517002714,0.02456140350877193,0.005568814638027049,0.009079118028534372,130965.0,1250.0,278.0,7.0,0.5970857939387666,0.5169844410715094,0.5037827512176509,0.5040077181935205,27.705272633799176,4.866052683200541,0.44813728304044903,0.24386576577103955,0.4909212376145642,0.015500207809188078,0.47634776453586325,0.025141195237315984,0.46786179399631844,0.04464900136020233,0.011228070175438596,0.008421052631578947
"{'hidden_activation': 'relu', 'hidden_neurons': [2, 1], 'use_ae': True}",26.303962434001733,4.609610673000134,0.0035087719298245615,0.007575757575757576,0.004796163069544365,132084.0,131.0,284.0,1.0,0.5013484150947652,0.5012530262891413,0.501263931096942,0.5012716932980311,29.54203832800049,4.914674295199802,0.5128491273185423,0.10694030953470395,0.49818027081379324,0.0027425726040882516,0.4975072930749002,0.0063591196438164905,0.5037572974542306,0.022531192975887307,0.005614035087719298,0.0057010795822006735
"{'hidden_activation': 'relu', 'hidden_neurons': [2, 1], 'use_ae': False}",15.208642618999875,4.122806498002319,0.014035087719298246,0.0030211480362537764,0.004972032318210068,130895.0,1320.0,281.0,4.0,0.7519647756080438,0.5016688867922793,0.65435484866157,0.7150026705545913,15.872760587399535,4.748936431200127,0.5735191577248911,0.10500993497618166,0.498343446959545,0.0036612794458766636,0.5271540994877668,0.06388616747180666,0.5378364029930349,0.08896314536455555,0.004210526315789474,0.005614035087719299
"{'hidden_activation': 'sigmoid', 'hidden_neurons': [64, 32], 'use_ae': False}",26.476225346999854,4.208807507999154,0.0035087719298245615,0.0007575757575757576,0.001246105919003115,130896.0,1319.0,284.0,1.0,0.6918920073697084,0.5120362204192652,0.5776932456652689,0.6563172578006284,26.124555619400052,4.79711063499999,0.6821720602606998,0.08641695141829708,0.5097189868386744,0.0014992289201989045,0.5845896676207951,0.013272003391029845,0.6491071025408275,0.025764347761373922,0.007017543859649122,0.0022191422176620203
"{'hidden_activation': 'sigmoid', 'hidden_neurons': [2, 1], 'use_ae': True}",57.125537292002264,5.165755040998192,0.007017543859649123,0.0015174506828528073,0.0024953212726138495,130899.0,1316.0,283.0,2.0,0.4682046056031809,0.5066068170324302,0.5503196068722315,0.5580515422434879,24.061764265399688,4.632184499799041,0.4970265815050049,0.23049266782394692,0.496420954323176,0.012835332768138209,0.5527072870484817,0.08350781853474686,0.569674296411929,0.1208056401997954,0.009122807017543859,0.008479330507785664
"{'hidden_activation': 'sigmoid', 'hidden_neurons': [2, 1], 'use_ae': False}",13.56878961700204,4.152402688003349,0.06315789473684211,0.01366742596810934,0.02247191011235955,130916.0,1299.0,267.0,18.0,0.6662714438404752,0.6594556649996024,0.7189030080442991,0.7341551333013078,17.06076416800206,4.552452129400626,0.5991979783062013,0.20793665735976843,0.5324032659332805,0.06410105965902986,0.5883330732326354,0.0878775109282757,0.6243964206437844,0.10888455242887542,0.019649122807017545,0.02192350786219412
"{'hidden_activation': 'tanh', 'hidden_neurons': [64, 32], 'use_ae': False}",30.390174349002336,4.344150138000259,0.017543859649122806,0.0037735849056603774,0.006211180124223602,130895.0,1320.0,280.0,5.0,0.8372293533061184,0.5018459713115222,0.659075879052512,0.714775195007985,26.414707137400548,4.8128303700003014,0.5183400428992915,0.21270497315526415,0.495360759422286,0.0047603774208507706,0.527191293091664,0.0666591132059819,0.5447939093793153,0.0865530576994984,0.011228070175438596,0.005614035087719297
"{'hidden_activation': 'tanh', 'hidden_neurons': [2, 1], 'use_ae': True}",16.237279985001805,4.061478180999984,0.021052631578947368,0.004531722054380665,0.007458048477315103,130897.0,1318.0,279.0,6.0,0.8138543480813746,0.5320455305020444,0.6580714013643234,0.7381231414921967,24.47833197660002,4.365289027799736,0.603536730113299,0.16040774247946546,0.5084284855594691,0.014637964363846402,0.5593897101411776,0.05651662790465894,0.606446443122703,0.08350886332295086,0.010526315789473686,0.005435766099940234
"{'hidden_activation': 'tanh', 'hidden_neurons': [2, 1], 'use_ae': False}",14.982350160997157,4.0172697099988,0.021052631578947368,0.004548900682335102,0.007481296758104737,130902.0,1313.0,279.0,6.0,0.8147775519803931,0.5327196751953688,0.6578436136014801,0.7380631699566906,21.0869395247988,4.74263603500076,0.7465686126597361,0.06660600597857753,0.5092193676120511,0.012493126571618055,0.5930402434630995,0.05760848841345488,0.6466011145261062,0.07363083252147938,0.01964912280701754,0.011006587467619735
