,{}
best_classifier_training_time,0.8711947580050037
best_classifier_inference_time,1.56871862099797
best_classifier_recall,0.20202020202020202
best_classifier_precision,0.004249893752656183
best_classifier_f1,0.008324661810613943
best_classifier_TN,465806
best_classifier_FP,4686
best_classifier_FN,79
best_classifier_TP,20
best_classifier_auc,0.8990996809099987
best_classifier_p_auc_10,0.7482405231614682
best_classifier_p_auc_20,0.7888715113733464
best_classifier_p_auc_30,0.8231009032592957
training_time_avg,0.8711947580050037
inference_time_avg,1.56871862099797
auc_avg,0.8990996809099987
auc_std,0.0
p_auc_10_avg,0.7482405231614682
p_auc_10_std,0.0
p_auc_20_avg,0.7888715113733464
p_auc_20_std,0.0
p_auc_30_avg,0.8231009032592957
p_auc_30_std,0.0
recall_avg,0.20202020202020202
recall_std,0.0
