,{}
best_classifier_training_time,1.3434631750060362
best_classifier_inference_time,2.2194982600012736
best_classifier_recall,0.4292929292929293
best_classifier_precision,0.00999764761232651
best_classifier_f1,0.019540229885057468
best_classifier_TN,846244
best_classifier_FP,8417
best_classifier_FN,113
best_classifier_TP,85
best_classifier_auc,0.8721879644429639
best_classifier_p_auc_10,0.73832926886797
best_classifier_p_auc_20,0.7705482131392265
best_classifier_p_auc_30,0.7901832961936256
training_time_avg,1.3434631750060362
inference_time_avg,2.2194982600012736
auc_avg,0.8721879644429639
auc_std,0.0
p_auc_10_avg,0.73832926886797
p_auc_10_std,0.0
p_auc_20_avg,0.7705482131392265
p_auc_20_std,0.0
p_auc_30_avg,0.7901832961936256
p_auc_30_std,0.0
recall_avg,0.4292929292929293
recall_std,0.0
