,{}
best_classifier_training_time,0.4654410909934086
best_classifier_inference_time,0.8036853510020592
best_classifier_recall,0.21212121212121213
best_classifier_precision,0.004462388440288993
best_classifier_f1,0.008740894901144642
best_classifier_TN,465807
best_classifier_FP,4685
best_classifier_FN,78
best_classifier_TP,21
best_classifier_auc,0.8725828762790071
best_classifier_p_auc_10,0.7234270532725856
best_classifier_p_auc_20,0.7514662290666276
best_classifier_p_auc_30,0.7620335496656205
training_time_avg,0.4654410909934086
inference_time_avg,0.8036853510020592
auc_avg,0.8725828762790071
auc_std,0.0
p_auc_10_avg,0.7234270532725856
p_auc_10_std,0.0
p_auc_20_avg,0.7514662290666276
p_auc_20_std,0.0
p_auc_30_avg,0.7620335496656205
p_auc_30_std,0.0
recall_avg,0.21212121212121213
recall_std,0.0
