,"{'hidden_activation': 'tanh', 'hidden_neurons': [64, 32], 'use_ae': False}"
best_classifier_training_time,1350.007570937043
best_classifier_inference_time,145.11185796096106
best_classifier_recall,0.3005908419497784
best_classifier_precision,0.01287730177814339
best_classifier_f1,0.024696601941747574
best_classifier_TN,3145592
best_classifier_FP,31199
best_classifier_FN,947
best_classifier_TP,407
best_classifier_auc,0.9247696182158555
best_classifier_p_auc_10,0.8523958913904544
best_classifier_p_auc_20,0.9032237137270398
best_classifier_p_auc_30,0.9200996520699838
training_time_avg,1350.007570937043
inference_time_avg,145.11185796096106
auc_avg,0.9247696182158555
auc_std,0.0
p_auc_10_avg,0.8523958913904544
p_auc_10_std,0.0
p_auc_20_avg,0.9032237137270398
p_auc_20_std,0.0
p_auc_30_avg,0.9200996520699838
p_auc_30_std,0.0
recall_avg,0.3005908419497784
recall_std,0.0
