,{}
best_classifier_training_time,2.011363631001359
best_classifier_inference_time,1.0481523240005117
best_classifier_recall,0.33752620545073375
best_classifier_precision,0.06075471698113208
best_classifier_f1,0.10297409657818996
best_classifier_TN,262034
best_classifier_FP,2489
best_classifier_FN,316
best_classifier_TP,161
best_classifier_auc,0.9547839764517074
best_classifier_p_auc_10,0.8108583567146761
best_classifier_p_auc_20,0.8801465076475059
best_classifier_p_auc_30,0.9118697523688212
training_time_avg,2.011363631001359
inference_time_avg,1.0481523240005117
auc_avg,0.9547839764517074
auc_std,0.0
p_auc_10_avg,0.8108583567146761
p_auc_10_std,0.0
p_auc_20_avg,0.8801465076475059
p_auc_20_std,0.0
p_auc_30_avg,0.9118697523688212
p_auc_30_std,0.0
recall_avg,0.33752620545073375
recall_std,0.0
