,{}
best_classifier_training_time,2.6694791019926924
best_classifier_inference_time,1.1775933010158042
best_classifier_recall,0.968421052631579
best_classifier_precision,0.212798766383963
best_classifier_f1,0.3489254108723135
best_classifier_TN,131194
best_classifier_FP,1021
best_classifier_FN,9
best_classifier_TP,276
best_classifier_auc,0.9965214287467714
best_classifier_p_auc_10,0.9816956988400696
best_classifier_p_auc_20,0.9903373020743651
best_classifier_p_auc_30,0.993179272052493
training_time_avg,2.6694791019926924
inference_time_avg,1.1775933010158042
auc_avg,0.9965214287467714
auc_std,0.0
p_auc_10_avg,0.9816956988400696
p_auc_10_std,0.0
p_auc_20_avg,0.9903373020743651
p_auc_20_std,0.0
p_auc_30_avg,0.993179272052493
p_auc_30_std,0.0
recall_avg,0.968421052631579
recall_std,0.0
