,"{'alpha': 0.2, 'beta': 2, 'n_clusters': 4, 'use_weights': False}"
best_classifier_training_time,2.9307075119977526
best_classifier_inference_time,0.08919186100320076
best_classifier_recall,0.10101010101010101
best_classifier_precision,0.0021362956633198035
best_classifier_f1,0.004184100418410042
best_classifier_TN,465821
best_classifier_FP,4671
best_classifier_FN,89
best_classifier_TP,10
best_classifier_auc,0.9589053650865541
best_classifier_p_auc_10,0.7842670382446214
best_classifier_p_auc_20,0.8858482363515393
best_classifier_p_auc_30,0.9194222844834395
training_time_avg,2.9019758139984333
inference_time_avg,0.09057239040193962
auc_avg,0.9585986111937668
auc_std,0.00030019921845233144
p_auc_10_avg,0.7826532898386014
p_auc_10_std,0.0015812609512643595
p_auc_20_avg,0.8849961422049081
p_auc_20_std,0.0008338867179232163
p_auc_30_avg,0.918820806262288
p_auc_30_std,0.000588625918534035
recall_avg,0.10101010101010102
recall_std,1.3877787807814457e-17
