,{}
best_classifier_training_time,0.052842804998363135
best_classifier_inference_time,0.08106976699855295
best_classifier_recall,0.031578947368421054
best_classifier_precision,0.007679180887372013
best_classifier_f1,0.012354152367879203
best_classifier_TN,131052
best_classifier_FP,1163
best_classifier_FN,276
best_classifier_TP,9
best_classifier_auc,0.8449034036135985
best_classifier_p_auc_10,0.5062207571868895
best_classifier_p_auc_20,0.664916302960397
best_classifier_p_auc_30,0.7195598682947164
training_time_avg,0.052842804998363135
inference_time_avg,0.08106976699855295
auc_avg,0.8449034036135985
auc_std,0.0
p_auc_10_avg,0.5062207571868895
p_auc_10_std,0.0
p_auc_20_avg,0.664916302960397
p_auc_20_std,0.0
p_auc_30_avg,0.7195598682947164
p_auc_30_std,0.0
recall_avg,0.031578947368421054
recall_std,0.0
