,"{'n_bins': 12, 'n_random_cuts': 50}"
best_classifier_training_time,4.49126086600063
best_classifier_inference_time,1.1749230830005217
best_classifier_recall,0.09643605870020965
best_classifier_precision,0.014524786864540574
best_classifier_f1,0.025246981339187704
best_classifier_TN,261402
best_classifier_FP,3121
best_classifier_FN,431
best_classifier_TP,46
best_classifier_auc,0.8801018765069398
best_classifier_p_auc_10,0.6442558609415013
best_classifier_p_auc_20,0.7141617323886431
best_classifier_p_auc_30,0.7651747662810022
training_time_avg,4.49126086600063
inference_time_avg,1.1749230830005217
auc_avg,0.8801018765069398
auc_std,0.0
p_auc_10_avg,0.6442558609415013
p_auc_10_std,0.0
p_auc_20_avg,0.7141617323886431
p_auc_20_std,0.0
p_auc_30_avg,0.7651747662810022
p_auc_30_std,0.0
recall_avg,0.09643605870020965
recall_std,0.0
