,{}
best_classifier_training_time,0.9242920059987227
best_classifier_inference_time,0.41030623100232333
best_classifier_recall,0.15157116451016636
best_classifier_precision,0.01552148400530002
best_classifier_f1,0.028159340659340663
best_classifier_TN,523993
best_classifier_FP,5201
best_classifier_FN,459
best_classifier_TP,82
best_classifier_auc,0.9368013269326674
best_classifier_p_auc_10,0.7131426962873124
best_classifier_p_auc_20,0.8244481303685202
best_classifier_p_auc_30,0.8760810332013083
training_time_avg,0.9242920059987227
inference_time_avg,0.41030623100232333
auc_avg,0.9368013269326674
auc_std,0.0
p_auc_10_avg,0.7131426962873124
p_auc_10_std,0.0
p_auc_20_avg,0.8244481303685202
p_auc_20_std,0.0
p_auc_30_avg,0.8760810332013083
p_auc_30_std,0.0
recall_avg,0.15157116451016636
recall_std,0.0
