,{}
best_classifier_training_time,1.0432299149979372
best_classifier_inference_time,2.2306720329979726
best_classifier_recall,0.10101010101010101
best_classifier_precision,0.0021372088053002777
best_classifier_f1,0.004185851820845542
best_classifier_TN,465823
best_classifier_FP,4669
best_classifier_FN,89
best_classifier_TP,10
best_classifier_auc,0.9442126861912958
best_classifier_p_auc_10,0.724415758918499
best_classifier_p_auc_20,0.8466027832573917
best_classifier_p_auc_30,0.8906131101790113
training_time_avg,1.0432299149979372
inference_time_avg,2.2306720329979726
auc_avg,0.9442126861912958
auc_std,0.0
p_auc_10_avg,0.724415758918499
p_auc_10_std,0.0
p_auc_20_avg,0.8466027832573917
p_auc_20_std,0.0
p_auc_30_avg,0.8906131101790113
p_auc_30_std,0.0
recall_avg,0.10101010101010101
recall_std,0.0
