,{}
best_classifier_training_time,0.40130649100319715
best_classifier_inference_time,0.20982446999914828
best_classifier_recall,0.19649122807017544
best_classifier_precision,0.0413589364844904
best_classifier_f1,0.06833435021354484
best_classifier_TN,130917
best_classifier_FP,1298
best_classifier_FN,229
best_classifier_TP,56
best_classifier_auc,0.8925031729950752
best_classifier_p_auc_10,0.6419579396147596
best_classifier_p_auc_20,0.7397437417900304
best_classifier_p_auc_30,0.795328154940846
training_time_avg,0.40130649100319715
inference_time_avg,0.20982446999914828
auc_avg,0.8925031729950752
auc_std,0.0
p_auc_10_avg,0.6419579396147596
p_auc_10_std,0.0
p_auc_20_avg,0.7397437417900304
p_auc_20_std,0.0
p_auc_30_avg,0.795328154940846
p_auc_30_std,0.0
recall_avg,0.19649122807017544
recall_std,0.0
