,{}
best_classifier_training_time,14.338562880986501
best_classifier_inference_time,8.121456045972081
best_classifier_recall,0.5909090909090909
best_classifier_precision,0.013708260105448155
best_classifier_f1,0.02679491583648231
best_classifier_TN,846243
best_classifier_FP,8418
best_classifier_FN,81
best_classifier_TP,117
best_classifier_auc,0.9162829744569171
best_classifier_p_auc_10,0.8320985453963201
best_classifier_p_auc_20,0.8580102432853212
best_classifier_p_auc_30,0.8696219779594632
training_time_avg,14.338562880986501
inference_time_avg,8.121456045972081
auc_avg,0.9162829744569171
auc_std,0.0
p_auc_10_avg,0.8320985453963201
p_auc_10_std,0.0
p_auc_20_avg,0.8580102432853212
p_auc_20_std,0.0
p_auc_30_avg,0.8696219779594632
p_auc_30_std,0.0
recall_avg,0.5909090909090909
recall_std,0.0
