,{}
best_classifier_training_time,9.690285465971101
best_classifier_inference_time,4.325235005926515
best_classifier_recall,0.23232323232323232
best_classifier_precision,0.004888416578108395
best_classifier_f1,0.009575353871773521
best_classifier_TN,465810
best_classifier_FP,4682
best_classifier_FN,76
best_classifier_TP,23
best_classifier_auc,0.748764575007104
best_classifier_p_auc_10,0.7128442418255501
best_classifier_p_auc_20,0.7463092948439494
best_classifier_p_auc_30,0.7571462539173437
training_time_avg,9.690285465971101
inference_time_avg,4.325235005926515
auc_avg,0.748764575007104
auc_std,0.0
p_auc_10_avg,0.7128442418255501
p_auc_10_std,0.0
p_auc_20_avg,0.7463092948439494
p_auc_20_std,0.0
p_auc_30_avg,0.7571462539173437
p_auc_30_std,0.0
recall_avg,0.23232323232323232
recall_std,0.0
