,"{'n_bins': 14, 'n_random_cuts': 100}"
best_classifier_training_time,1.4295780930006003
best_classifier_inference_time,0.8541862889978802
best_classifier_recall,0.031578947368421054
best_classifier_precision,0.007772020725388601
best_classifier_f1,0.012474012474012473
best_classifier_TN,131066
best_classifier_FP,1149
best_classifier_FN,276
best_classifier_TP,9
best_classifier_auc,0.9023320601545463
best_classifier_p_auc_10,0.795364305192996
best_classifier_p_auc_20,0.8244403489074741
best_classifier_p_auc_30,0.8321650771985356
training_time_avg,1.4295780930006003
inference_time_avg,0.8541862889978802
auc_avg,0.9023320601545463
auc_std,0.0
p_auc_10_avg,0.795364305192996
p_auc_10_std,0.0
p_auc_20_avg,0.8244403489074741
p_auc_20_std,0.0
p_auc_30_avg,0.8321650771985356
p_auc_30_std,0.0
recall_avg,0.031578947368421054
recall_std,0.0
