,{}
best_classifier_training_time,1.309383847998106
best_classifier_inference_time,2.328816788001859
best_classifier_recall,0.13131313131313133
best_classifier_precision,0.0034904013961605585
best_classifier_f1,0.006800052308094677
best_classifier_TN,847238
best_classifier_FP,7423
best_classifier_FN,172
best_classifier_TP,26
best_classifier_auc,0.8579583843267339
best_classifier_p_auc_10,0.664203438396852
best_classifier_p_auc_20,0.7375004480847754
best_classifier_p_auc_30,0.7661727097907449
training_time_avg,1.309383847998106
inference_time_avg,2.328816788001859
auc_avg,0.8579583843267339
auc_std,0.0
p_auc_10_avg,0.664203438396852
p_auc_10_std,0.0
p_auc_20_avg,0.7375004480847754
p_auc_20_std,0.0
p_auc_30_avg,0.7661727097907449
p_auc_30_std,0.0
recall_avg,0.13131313131313133
recall_std,0.0
