,{}
best_classifier_training_time,0.30496961600238137
best_classifier_inference_time,0.16117228799976147
best_classifier_recall,0.1076923076923077
best_classifier_precision,0.04229607250755287
best_classifier_f1,0.060737527114967466
best_classifier_TN,65356
best_classifier_FP,634
best_classifier_FN,232
best_classifier_TP,28
best_classifier_auc,0.8127768193316004
best_classifier_p_auc_10,0.599564220563415
best_classifier_p_auc_20,0.6378130654346748
best_classifier_p_auc_30,0.6747458993855506
training_time_avg,0.30496961600238137
inference_time_avg,0.16117228799976147
auc_avg,0.8127768193316004
auc_std,0.0
p_auc_10_avg,0.599564220563415
p_auc_10_std,0.0
p_auc_20_avg,0.6378130654346748
p_auc_20_std,0.0
p_auc_30_avg,0.6747458993855506
p_auc_30_std,0.0
recall_avg,0.1076923076923077
recall_std,0.0
