,{}
best_classifier_training_time,0.7427743519983778
best_classifier_inference_time,1.5040002949972404
best_classifier_recall,0.010101010101010102
best_classifier_precision,0.00021253985122210415
best_classifier_f1,0.00041631973355537054
best_classifier_TN,465788
best_classifier_FP,4704
best_classifier_FN,98
best_classifier_TP,1
best_classifier_auc,0.9215215029150229
best_classifier_p_auc_10,0.6804672618814769
best_classifier_p_auc_20,0.7838069119001279
best_classifier_p_auc_30,0.8461205939510252
training_time_avg,0.7427743519983778
inference_time_avg,1.5040002949972404
auc_avg,0.9215215029150229
auc_std,0.0
p_auc_10_avg,0.6804672618814769
p_auc_10_std,0.0
p_auc_20_avg,0.7838069119001279
p_auc_20_std,0.0
p_auc_30_avg,0.8461205939510252
p_auc_30_std,0.0
recall_avg,0.010101010101010102
recall_std,0.0
