,"{'n_bins': 10, 'n_random_cuts': 25}"
best_classifier_training_time,1.2975214479993156
best_classifier_inference_time,0.7926440269984596
best_classifier_recall,0.014787430683918669
best_classifier_precision,0.0029662588060808304
best_classifier_f1,0.004941321803582458
best_classifier_TN,526505
best_classifier_FP,2689
best_classifier_FN,533
best_classifier_TP,8
best_classifier_auc,0.9316999303450187
best_classifier_p_auc_10,0.689370379865019
best_classifier_p_auc_20,0.8102775842917187
best_classifier_p_auc_30,0.8660782947941543
training_time_avg,1.2975214479993156
inference_time_avg,0.7926440269984596
auc_avg,0.9316999303450187
auc_std,0.0
p_auc_10_avg,0.689370379865019
p_auc_10_std,0.0
p_auc_20_avg,0.8102775842917187
p_auc_20_std,0.0
p_auc_30_avg,0.8660782947941543
p_auc_30_std,0.0
recall_avg,0.014787430683918669
recall_std,0.0
