,{}
best_classifier_training_time,1.2691839289982454
best_classifier_inference_time,2.287086470001668
best_classifier_recall,0.08585858585858586
best_classifier_precision,0.0019957736557877437
best_classifier_f1,0.003900871959614502
best_classifier_TN,846160
best_classifier_FP,8501
best_classifier_FN,181
best_classifier_TP,17
best_classifier_auc,0.8816763298399878
best_classifier_p_auc_10,0.6305274518927656
best_classifier_p_auc_20,0.7361497913617409
best_classifier_p_auc_30,0.7926927075033752
training_time_avg,1.2691839289982454
inference_time_avg,2.287086470001668
auc_avg,0.8816763298399878
auc_std,0.0
p_auc_10_avg,0.6305274518927656
p_auc_10_std,0.0
p_auc_20_avg,0.7361497913617409
p_auc_20_std,0.0
p_auc_30_avg,0.7926927075033752
p_auc_30_std,0.0
recall_avg,0.08585858585858586
recall_std,0.0
