,{}
best_classifier_training_time,1.9639911630015376
best_classifier_inference_time,0.91854310100166
best_classifier_recall,0.5052631578947369
best_classifier_precision,0.10876132930513595
best_classifier_f1,0.17899316345556246
best_classifier_TN,131035
best_classifier_FP,1180
best_classifier_FN,141
best_classifier_TP,144
best_classifier_auc,0.9881198552862132
best_classifier_p_auc_10,0.9374729225590164
best_classifier_p_auc_20,0.9669995980172588
best_classifier_p_auc_30,0.9767055986004178
training_time_avg,1.9639911630015376
inference_time_avg,0.91854310100166
auc_avg,0.9881198552862132
auc_std,0.0
p_auc_10_avg,0.9374729225590164
p_auc_10_std,0.0
p_auc_20_avg,0.9669995980172588
p_auc_20_std,0.0
p_auc_30_avg,0.9767055986004178
p_auc_30_std,0.0
recall_avg,0.5052631578947369
recall_std,0.0
