,{}
best_classifier_training_time,0.5650152309972327
best_classifier_inference_time,1.016079612003523
best_classifier_recall,0.010101010101010102
best_classifier_precision,0.00021240441801189465
best_classifier_f1,0.0004160599126274183
best_classifier_TN,465785
best_classifier_FP,4707
best_classifier_FN,98
best_classifier_TP,1
best_classifier_auc,0.6991656466727244
best_classifier_p_auc_10,0.5593879503914106
best_classifier_p_auc_20,0.6173345268972825
best_classifier_p_auc_30,0.6407149058278714
training_time_avg,0.5650152309972327
inference_time_avg,1.016079612003523
auc_avg,0.6991656466727244
auc_std,0.0
p_auc_10_avg,0.5593879503914106
p_auc_10_std,0.0
p_auc_20_avg,0.6173345268972825
p_auc_20_std,0.0
p_auc_30_avg,0.6407149058278714
p_auc_30_std,0.0
recall_avg,0.010101010101010102
recall_std,0.0
