,best_classifier_training_time,best_classifier_inference_time,best_classifier_recall,best_classifier_precision,best_classifier_f1,best_classifier_TN,best_classifier_FP,best_classifier_FN,best_classifier_TP,best_classifier_auc,best_classifier_p_auc_10,best_classifier_p_auc_20,best_classifier_p_auc_30,training_time_avg,inference_time_avg,auc_avg,auc_std,p_auc_10_avg,p_auc_10_std,p_auc_20_avg,p_auc_20_std,p_auc_30_avg,p_auc_30_std,recall_avg,recall_std
"{'hidden_activation': 'relu', 'hidden_neurons': [8, 4, 4, 8]}",4690.404870386832,83.77894637916324,0.0,0.0,0.0,465787.0,4705.0,99.0,0.0,0.9174317909376104,0.7527355202724816,0.8155157550145493,0.8553834309621369,4690.404870386832,83.77894637916324,0.9174317909376104,0.0,0.7527355202724816,0.0,0.8155157550145493,0.0,0.8553834309621369,0.0,0.0,0.0
"{'hidden_activation': 'relu', 'hidden_neurons': [4, 2, 2, 4]}",5020.74744371598,87.7415913609716,0.0,0.0,0.0,465786.0,4706.0,99.0,0.0,0.9199443123239917,0.7549582435594256,0.8177889145305524,0.8586470444990513,5020.74744371598,87.7415913609716,0.9199443123239917,0.0,0.7549582435594256,0.0,0.8177889145305524,0.0,0.8586470444990513,0.0,0.0,0.0
"{'hidden_activation': 'relu', 'hidden_neurons': [2, 1, 1, 2]}",4967.399475605049,91.7560900149183,0.0,0.0,0.0,465787.0,4705.0,99.0,0.0,0.9259870947901776,0.7572357241899137,0.8179585676308965,0.8611802056281452,4967.399475605049,91.7560900149183,0.9259870947901776,0.0,0.7572357241899137,0.0,0.8179585676308965,0.0,0.8611802056281452,0.0,0.0,0.0
"{'hidden_activation': 'sigmoid', 'hidden_neurons': [8, 4, 4, 8]}",5243.173123189044,91.75514568901416,0.0,0.0,0.0,465787.0,4705.0,99.0,0.0,0.9227567990936976,0.7577509358771259,0.8181546634283343,0.8605589253776808,5243.173123189044,91.75514568901416,0.9227567990936976,0.0,0.7577509358771259,0.0,0.8181546634283343,0.0,0.8605589253776808,0.0,0.0,0.0
"{'hidden_activation': 'sigmoid', 'hidden_neurons': [4, 2, 2, 4]}",3744.1709337609823,75.72527148504207,0.0,0.0,0.0,465788.0,4704.0,99.0,0.0,0.9211773435192749,0.7520066803687937,0.8122138350328557,0.8510984048426455,3744.1709337609823,75.72527148504207,0.9211773435192749,0.0,0.7520066803687937,0.0,0.8122138350328557,0.0,0.8510984048426455,0.0,0.0,0.0
"{'hidden_activation': 'sigmoid', 'hidden_neurons': [2, 1, 1, 2]}",3787.7196415409962,74.52502801896117,0.0,0.0,0.0,465785.0,4707.0,99.0,0.0,0.9211553377564702,0.7541527930925458,0.8165878769711212,0.8576504854838775,3787.7196415409962,74.52502801896117,0.9211553377564702,0.0,0.7541527930925458,0.0,0.8165878769711212,0.0,0.8576504854838775,0.0,0.0,0.0
"{'hidden_activation': 'tanh', 'hidden_neurons': [8, 4, 4, 8]}",3847.9829035759976,79.1160540061137,0.0,0.0,0.0,465787.0,4705.0,99.0,0.0,0.9253845662700649,0.751927877703941,0.8138395957416615,0.858739933865297,3847.9829035759976,79.1160540061137,0.9253845662700649,0.0,0.751927877703941,0.0,0.8138395957416615,0.0,0.858739933865297,0.0,0.0,0.0
"{'hidden_activation': 'tanh', 'hidden_neurons': [4, 2, 2, 4]}",3850.6529391269505,78.46599599598994,0.0,0.0,0.0,465787.0,4705.0,99.0,0.0,0.9237556460346646,0.7517511762309034,0.8140014245707861,0.8573937410604509,3850.6529391269505,78.46599599598994,0.9237556460346646,0.0,0.7517511762309034,0.0,0.8140014245707861,0.0,0.8573937410604509,0.0,0.0,0.0
"{'hidden_activation': 'tanh', 'hidden_neurons': [2, 1, 1, 2]}",3874.717765113106,73.7705496558774,0.0,0.0,0.0,465787.0,4705.0,99.0,0.0,0.9223838175159346,0.7513903608173571,0.8139366536792352,0.8576354150619088,3874.717765113106,73.7705496558774,0.9223838175159346,0.0,0.7513903608173571,0.0,0.8139366536792352,0.0,0.8576354150619088,0.0,0.0,0.0
