,"{'max_samples': 256, 'n_estimators': 50}"
best_classifier_training_time,48.2412436149998
best_classifier_inference_time,8.746295024995561
best_classifier_recall,0.2653846153846154
best_classifier_precision,0.1042296072507553
best_classifier_f1,0.14967462039045554
best_classifier_TN,65397
best_classifier_FP,593
best_classifier_FN,191
best_classifier_TP,69
best_classifier_auc,0.9111876799515077
best_classifier_p_auc_10,0.7411721380923254
best_classifier_p_auc_20,0.8161366718345049
best_classifier_p_auc_30,0.8517752701229699
training_time_avg,48.1069111264007
inference_time_avg,8.779681697400155
auc_avg,0.9101664063319618
auc_std,0.0017711003518188892
p_auc_10_avg,0.7373375796725428
p_auc_10_std,0.0019789777387741983
p_auc_20_avg,0.8117375495898758
p_auc_20_std,0.003544167256826215
p_auc_30_avg,0.8487365652778417
p_auc_30_std,0.002289827928658573
recall_avg,0.2615384615384615
recall_std,0.008067760370539625
