,{}
best_classifier_training_time,1.0536672419984825
best_classifier_inference_time,1.7273839849913202
best_classifier_recall,0.4696969696969697
best_classifier_precision,0.009712793733681462
best_classifier_f1,0.019032027013199632
best_classifier_TN,845179
best_classifier_FP,9482
best_classifier_FN,105
best_classifier_TP,93
best_classifier_auc,0.8748204276492686
best_classifier_p_auc_10,0.7507782979307884
best_classifier_p_auc_20,0.7681325531724696
best_classifier_p_auc_30,0.805007402519037
training_time_avg,1.0536672419984825
inference_time_avg,1.7273839849913202
auc_avg,0.8748204276492686
auc_std,0.0
p_auc_10_avg,0.7507782979307884
p_auc_10_std,0.0
p_auc_20_avg,0.7681325531724696
p_auc_20_std,0.0
p_auc_30_avg,0.805007402519037
p_auc_30_std,0.0
recall_avg,0.4696969696969697
recall_std,0.0
