,{}
best_classifier_training_time,0.7544221079988347
best_classifier_inference_time,1.4343205030017998
best_classifier_recall,0.09090909090909091
best_classifier_precision,0.0019165247018739352
best_classifier_f1,0.003753910323253389
best_classifier_TN,465805
best_classifier_FP,4687
best_classifier_FN,90
best_classifier_TP,9
best_classifier_auc,0.9445922480288633
best_classifier_p_auc_10,0.7354598156737194
best_classifier_p_auc_20,0.8519640609658434
best_classifier_p_auc_30,0.8914487945444776
training_time_avg,0.7544221079988347
inference_time_avg,1.4343205030017998
auc_avg,0.9445922480288633
auc_std,0.0
p_auc_10_avg,0.7354598156737194
p_auc_10_std,0.0
p_auc_20_avg,0.8519640609658434
p_auc_20_std,0.0
p_auc_30_avg,0.8914487945444776
p_auc_30_std,0.0
recall_avg,0.09090909090909091
recall_std,0.0
