,{}
best_classifier_training_time,9.147332303044095
best_classifier_inference_time,4.041707785065228
best_classifier_recall,0.5858585858585859
best_classifier_precision,0.012327311370882041
best_classifier_f1,0.02414654454621149
best_classifier_TN,465845
best_classifier_FP,4647
best_classifier_FN,41
best_classifier_TP,58
best_classifier_auc,0.9127397543959356
best_classifier_p_auc_10,0.8449902090570292
best_classifier_p_auc_20,0.8575451517938675
best_classifier_p_auc_30,0.867301655276046
training_time_avg,9.147332303044095
inference_time_avg,4.041707785065228
auc_avg,0.9127397543959356
auc_std,0.0
p_auc_10_avg,0.8449902090570292
p_auc_10_std,0.0
p_auc_20_avg,0.8575451517938675
p_auc_20_std,0.0
p_auc_30_avg,0.867301655276046
p_auc_30_std,0.0
recall_avg,0.5858585858585859
recall_std,0.0
