,{}
best_classifier_training_time,1.3091238960005285
best_classifier_inference_time,2.237852117003058
best_classifier_recall,0.398989898989899
best_classifier_precision,0.013906002464354868
best_classifier_f1,0.026875318931791122
best_classifier_TN,849059
best_classifier_FP,5602
best_classifier_FN,119
best_classifier_TP,79
best_classifier_auc,0.8053620415319966
best_classifier_p_auc_10,0.7274919604142289
best_classifier_p_auc_20,0.7420684437373901
best_classifier_p_auc_30,0.7444860412544452
training_time_avg,1.3091238960005285
inference_time_avg,2.237852117003058
auc_avg,0.8053620415319966
auc_std,0.0
p_auc_10_avg,0.7274919604142289
p_auc_10_std,0.0
p_auc_20_avg,0.7420684437373901
p_auc_20_std,0.0
p_auc_30_avg,0.7444860412544452
p_auc_30_std,0.0
recall_avg,0.398989898989899
recall_std,0.0
