,{}
best_classifier_training_time,0.6869935869981418
best_classifier_inference_time,1.309789927003294
best_classifier_recall,0.0
best_classifier_precision,0.0
best_classifier_f1,0.0
best_classifier_TN,465815
best_classifier_FP,4677
best_classifier_FN,99
best_classifier_TP,0
best_classifier_auc,0.7020264709789718
best_classifier_p_auc_10,0.48288091315524634
best_classifier_p_auc_20,0.5177005016970415
best_classifier_p_auc_30,0.5809833220321164
training_time_avg,0.6869935869981418
inference_time_avg,1.309789927003294
auc_avg,0.7020264709789718
auc_std,0.0
p_auc_10_avg,0.48288091315524634
p_auc_10_std,0.0
p_auc_20_avg,0.5177005016970415
p_auc_20_std,0.0
p_auc_30_avg,0.5809833220321164
p_auc_30_std,0.0
recall_avg,0.0
recall_std,0.0
