,{}
best_classifier_training_time,0.3116835969976819
best_classifier_inference_time,0.1811842439983593
best_classifier_recall,0.1649122807017544
best_classifier_precision,0.03541823662396383
best_classifier_f1,0.058312655086848644
best_classifier_TN,130935
best_classifier_FP,1280
best_classifier_FN,238
best_classifier_TP,47
best_classifier_auc,0.8643696902506616
best_classifier_p_auc_10,0.6318014158155965
best_classifier_p_auc_20,0.6816530742243845
best_classifier_p_auc_30,0.7396571379181793
training_time_avg,0.3116835969976819
inference_time_avg,0.1811842439983593
auc_avg,0.8643696902506616
auc_std,0.0
p_auc_10_avg,0.6318014158155965
p_auc_10_std,0.0
p_auc_20_avg,0.6816530742243845
p_auc_20_std,0.0
p_auc_30_avg,0.7396571379181793
p_auc_30_std,0.0
recall_avg,0.1649122807017544
recall_std,0.0
