,{}
best_classifier_training_time,0.3416335509991768
best_classifier_inference_time,0.23732683499838458
best_classifier_recall,0.12052730696798493
best_classifier_precision,0.012082310741929394
best_classifier_f1,0.021962937542896358
best_classifier_TN,523971
best_classifier_FP,5233
best_classifier_FN,467
best_classifier_TP,64
best_classifier_auc,0.929714710923335
best_classifier_p_auc_10,0.6780281484013825
best_classifier_p_auc_20,0.8047630858981535
best_classifier_p_auc_30,0.8621857076928142
training_time_avg,0.3416335509991768
inference_time_avg,0.23732683499838458
auc_avg,0.929714710923335
auc_std,0.0
p_auc_10_avg,0.6780281484013825
p_auc_10_std,0.0
p_auc_20_avg,0.8047630858981535
p_auc_20_std,0.0
p_auc_30_avg,0.8621857076928142
p_auc_30_std,0.0
recall_avg,0.12052730696798493
recall_std,0.0
