,{}
best_classifier_training_time,0.6123262650035031
best_classifier_inference_time,1.0780611130066973
best_classifier_recall,0.1919191919191919
best_classifier_precision,0.004038257173219979
best_classifier_f1,0.00791007493755204
best_classifier_TN,465806
best_classifier_FP,4686
best_classifier_FN,80
best_classifier_TP,19
best_classifier_auc,0.8835503874431211
best_classifier_p_auc_10,0.7161808691419128
best_classifier_p_auc_20,0.748586026569145
best_classifier_p_auc_30,0.7841475037874202
training_time_avg,0.6123262650035031
inference_time_avg,1.0780611130066973
auc_avg,0.8835503874431211
auc_std,0.0
p_auc_10_avg,0.7161808691419128
p_auc_10_std,0.0
p_auc_20_avg,0.748586026569145
p_auc_20_std,0.0
p_auc_30_avg,0.7841475037874202
p_auc_30_std,0.0
recall_avg,0.1919191919191919
recall_std,0.0
