,{}
best_classifier_training_time,1.8937546069973905
best_classifier_inference_time,3.343403685001249
best_classifier_recall,0.30303030303030304
best_classifier_precision,0.007027406886858749
best_classifier_f1,0.013736263736263736
best_classifier_TN,846183
best_classifier_FP,8478
best_classifier_FN,138
best_classifier_TP,60
best_classifier_auc,0.8255105081004472
best_classifier_p_auc_10,0.7028467298674157
best_classifier_p_auc_20,0.724583634607609
best_classifier_p_auc_30,0.7396791935046076
training_time_avg,1.8937546069973905
inference_time_avg,3.343403685001249
auc_avg,0.8255105081004472
auc_std,0.0
p_auc_10_avg,0.7028467298674157
p_auc_10_std,0.0
p_auc_20_avg,0.724583634607609
p_auc_20_std,0.0
p_auc_30_avg,0.7396791935046076
p_auc_30_std,0.0
recall_avg,0.30303030303030304
recall_std,0.0
