,"{'n_bins': 10, 'n_random_cuts': 100}"
best_classifier_training_time,8.807700510998984
best_classifier_inference_time,5.523071898001945
best_classifier_recall,0.0
best_classifier_precision,0.0
best_classifier_f1,0.0
best_classifier_TN,854661
best_classifier_FP,0
best_classifier_FN,198
best_classifier_TP,0
best_classifier_auc,0.5390528667169932
best_classifier_p_auc_10,0.5228071621926923
best_classifier_p_auc_20,0.5504536835661278
best_classifier_p_auc_30,0.5603881246758126
training_time_avg,8.807700510998984
inference_time_avg,5.523071898001945
auc_avg,0.5390528667169932
auc_std,0.0
p_auc_10_avg,0.5228071621926923
p_auc_10_std,0.0
p_auc_20_avg,0.5504536835661278
p_auc_20_std,0.0
p_auc_30_avg,0.5603881246758126
p_auc_30_std,0.0
recall_avg,0.0
recall_std,0.0
